PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
V114,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: STEVEDORING,2011-10-01,,Stevedoring,,,
V115,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: VESSEL FREIGHT,2011-10-01,,Vessel Freight,,,
V119,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,2011-10-01,,Other Cargo and Freight Services,,,
V121,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,2011-10-01,,Air Charter for Things,,,
V122,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR CHARTER,2011-10-01,,Motor Charter for Things,,,
V123,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: RAIL CHARTER,2011-10-01,,Rail Charter for Things,,,
V124,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MARINE CHARTER,2011-10-01,,Marine Charter for Things,,,
V125,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: VESSEL TOWING,2011-10-01,,Vessel Towing Service,,,
V126,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: SPACE TRANSPORTATION/LAUNCH,2011-10-01,,Space Transportation and Launch Services,,,
V127,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: SECURITY VEHICLE,2011-10-01,,Security Vehicle Services,,,
V129,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,2011-10-01,,Other Vehicle Charter for Transportation of Things,,,
V2,"TRAVEL, LODGING, RECRUITMENT SVCS",1979-10-01,,,,,
V211,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,2011-10-01,,Air Passenger Service,,,
V212,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MOTOR PASSENGER,2011-10-01,,Motor Passenger Services,,,
V213,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: RAIL PASSENGER,2011-10-01,,Rail Passenger Service,,,
V214,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MARINE PASSENGER,2011-10-01,,Marine Passenger Service,,,
V221,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER AIR CHARTER,2011-10-01,,Passenger Air Charter Service,,,
V222,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER MOTOR CHARTER,2011-10-01,,Passenger Motor Charter Service,,,
V223,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER RAIL CHARTER,2011-10-01,,Passenger Rail Charter Service,,,
V224,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER MARINE CHARTER,2011-10-01,,Passenger Marine Charter Service,,,
V225,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,2011-10-01,,Ambulance Service,,,
V226,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: TAXICAB,2011-10-01,,Taxicab Services,,,
V227,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: NAVIGATIONAL AID AND PILOTAGE,2011-10-01,,Navigational Aid and Pilotage Services,,,
V228,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PORT OPERATIONS,2011-10-01,,,,,
V229,TRANSPORT/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUIT: PURCH OF TRANSIT/PUBLIC TRANSPORT FARE MEDIA,2011-10-01,,,,,
V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",2011-10-01,,Lodging - Hotel/Motel,,,
V241,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MILITARY PERSONNEL RECRUITMENT,2011-10-01,,Military Personnel Recruitment,,,
V251,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: CIVILIAN PERSONNEL RECRUITMENT,2011-10-01,,Civilian Personnel Recruitment,,,
V3,RELOCATION OR TRAVEL AGENT SERVICES,1979-10-01,,,,,
V301,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,2011-10-01,,Relocation Services,,,
V302,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: TRAVEL AGENT,2011-10-01,,Travel Agent Services,,,
V9,"OTHER TRANSPORT, TRAVEL, RELOCAT SV",1979-10-01,,,,,
V999,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,2011-10-01,,Other Transportation Travel and Relocation Services,,,
W,LEASE/RENT EQUIPMENT,1979-10-01,,,,,
W0,LEASE OR RENTAL OF EQUIPMENT,1979-10-01,,,,,
W010,LEASE OR RENTAL OF EQUIPMENT- WEAPONS,2011-10-01,,Lease or Rental of Equipment: Weapons,,,
W011,LEASE OR RENTAL OF EQUIPMENT- NUCLEAR ORDNANCE,2011-10-01,,Lease or Rental of Equipment: Nuclear Ordnance,,,
W012,LEASE OR RENTAL OF EQUIPMENT- FIRE CONTROL EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Fire Control Equipment,,,
W013,LEASE OR RENTAL OF EQUIPMENT- AMMUNITION AND EXPLOSIVES,2011-10-01,,Lease or Rental of Equipment: Ammunition and Explosives,,,
W014,LEASE OR RENTAL OF EQUIPMENT- GUIDED MISSILES,2011-10-01,,Lease or Rental of Equipment: Guided Missiles,,,
W015,LEASE OR RENTAL OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,2011-10-01,,Lease or Rental of Equipment: Aircraft and Airframe Structural Components,,,
W016,LEASE OR RENTAL OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,2011-10-01,,Lease or Rental of Equipment: Aircraft Components and Accessories,,,
W017,"LEASE OR RENTAL OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",2011-10-01,,"Lease or Rental of Equipment: Aircraft Launching, Landing, and Ground Handling Equipment",,,
W018,LEASE OR RENTAL OF EQUIPMENT- SPACE VEHICLES,2011-10-01,,Lease or Rental of Equipment: Space Vehicles,,,
W019,"LEASE OR RENTAL OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",2011-10-01,,"Lease or Rental of Equipment: Ships, Small Craft, Pontoons, and Floating Docks",,,
W020,LEASE OR RENTAL OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Ship and Marine Equipment,,,
W022,LEASE OR RENTAL OF EQUIPMENT- RAILWAY EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Railway Equipment,,,
W023,"LEASE OR RENTAL OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",2011-10-01,,"Lease or Rental of Equipment: Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles",,,
W024,LEASE OR RENTAL OF EQUIPMENT- TRACTORS,2011-10-01,,Lease or Rental of Equipment: Tractors,,,
W025,LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,2011-10-01,,Lease or Rental of Equipment: Vehicular Equipment Components,,,
W026,LEASE OR RENTAL OF EQUIPMENT- TIRES AND TUBES,2011-10-01,,Lease or Rental of Equipment: Tires and Tubes,,,
W028,"LEASE OR RENTAL OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS",2011-10-01,,"Lease or Rental of Equipment: Engines, Turbines, and Components",,,
W029,LEASE OR RENTAL OF EQUIPMENT- ENGINE ACCESSORIES,2011-10-01,,Lease or Rental of Equipment: Engine Accessories,,,
W030,LEASE OR RENTAL OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Mechanical Power Transmission Equipment,,,
W031,LEASE OR RENTAL OF EQUIPMENT- BEARINGS,2011-10-01,,Lease or Rental of Equipment: Bearings,,,
W032,LEASE OR RENTAL OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Woodworking Machinery and Equipment,,,
W034,LEASE OR RENTAL OF EQUIPMENT- METALWORKING MACHINERY,2011-10-01,,Lease or Rental of Equipment: Metalworking Machinery,,,
W035,LEASE OR RENTAL OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Service and Trade Equipment,,,
W036,LEASE OR RENTAL OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY,2011-10-01,,Lease or Rental of Equipment: Special Industry Machinery,,,
W037,LEASE OR RENTAL OF EQUIPMENT- AGRICULTURAL MACHINERY AND EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Agricultural Machinery and Equipment,,,
W038,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",2011-10-01,,"Lease or Rental of Equipment: Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
W039,LEASE OR RENTAL OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Materials Handling Equipment,,,
W040,"LEASE OR RENTAL OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS",2011-10-01,,"Lease or Rental of Equipment: Rope, Cable, Chain, and Fittings",,,
W041,"LEASE OR RENTAL OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",2011-10-01,,"Lease or Rental of Equipment: Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
W042,LEASE OR RENTAL OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,2011-10-01,,"Lease or Rental of Equipment: Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
W043,LEASE OR RENTAL OF EQUIPMENT- PUMPS AND COMPRESSORS,2011-10-01,,Lease or Rental of Equipment: Pumps and Compressors,,,
W044,"LEASE OR RENTAL OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS",2011-10-01,,"Lease or Rental of Equipment: Furnace, Steam Plant, and Drying Equipment; and Nuclear Reactors",,,
W045,"LEASE OR RENTAL OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",2011-10-01,,"Lease or Rental of Equipment: Plumbing, Heating, and Waste Disposal Equipment",,,
W046,LEASE OR RENTAL OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Water Purification and Sewage Treatment Equipment,,,
W047,"LEASE OR RENTAL OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS",2011-10-01,,"Lease or Rental of Equipment: Pipe, Tubing, Hose, and Fittings",,,
W048,LEASE OR RENTAL OF EQUIPMENT- VALVES,2011-10-01,,Lease or Rental of Equipment: Valves,,,
W049,LEASE OR RENTAL OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Maintenance and Repair Shop Equipment,,,
W051,LEASE OR RENTAL OF EQUIPMENT- HAND TOOLS,2011-10-01,,Lease or Rental of Equipment: Hand Tools,,,
W052,LEASE OR RENTAL OF EQUIPMENT- MEASURING TOOLS,2011-10-01,,Lease or Rental of Equipment: Measuring Tool,,,
W053,LEASE OR RENTAL OF EQUIPMENT- HARDWARE AND ABRASIVES,2011-10-01,,Lease or Rental of Equipment: Hardware and Abrasives,,,
W054,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING,2011-10-01,,Lease or Rental of Equipment: Prefabricated Structures  and Scaffolding,,,
W055,"LEASE OR RENTAL OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER",2011-10-01,,"Lease or Rental of Equipment: Lumber, Millwork, Plywood, and Veneer",,,
W056,LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS,2011-10-01,,Lease or Rental of Equipment: Construction and Building Materials,,,
W058,"LEASE OR RENTAL OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",2011-10-01,,"Lease or Rental of Equipment: Communication, Detection, and Coherent Radiation Equipment",,,
W059,LEASE OR RENTAL OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,2011-10-01,,Lease or Rental of Equipment: Electrical and Electronic Equipment Components,,,
W060,"LEASE OR RENTAL OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",2011-10-01,,"Lease or Rental of Equipment: Fiber Optics Materials, Components, Assemblies, and Accessories",,,
W061,LEASE OR RENTAL OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,2011-10-01,,"Lease or Rental of Equipment: Electric Wire, and Power and Distribution Equipment",,,
W062,LEASE OR RENTAL OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS,2011-10-01,,Lease or Rental of Equipment: Lighting Fixtures and Lamps,,,
W063,"LEASE OR RENTAL OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",2011-10-01,,"Lease or Rental of Equipment: Alarm, Signal, and Security Detection Systems",,,
W065,"LEASE OR RENTAL OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",2011-10-01,,"Lease or Rental of Equipment: Medical, Dental, and Veterinary Equipment and Supplies",,,
W066,LEASE OR RENTAL OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Instruments and Laboratory Equipment,,,
W067,LEASE OR RENTAL OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Photographic Equipment,,,
W068,LEASE OR RENTAL OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS,2011-10-01,,Lease or Rental of Equipment: Chemicals and Chemical Products,,,
W069,LEASE OR RENTAL OF EQUIPMENT- TRAINING AIDS AND DEVICES,2011-10-01,,Lease or Rental of Equipment: Training Aids and Devices,,,
W070,LEASE OR RENTAL OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,2011-10-01,,"Lease or Rental of Equipment: Automatic Data Processing Equipment (Including  Firmware), Software, Supplies and Support Equipment",,,
W071,LEASE OR RENTAL OF EQUIPMENT- FURNITURE,2011-10-01,,Lease or Rental of Equipment: Furniture,,,
W072,LEASE OR RENTAL OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,2011-10-01,,Lease or Rental of Equipment: Household and Commercial Furnishings and Appliances,,,
W073,LEASE OR RENTAL OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Food Preparation and Serving Equipment,,,
W074,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",2011-10-01,,"Lease or Rental of Equipment: Office Machines, Text Processing Systems and Visible Record Equipment",,,
W075,LEASE OR RENTAL OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,2011-10-01,,Lease or Rental of Equipment: Office Supplies and Devices,,,
W076,"LEASE OR RENTAL OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS",2011-10-01,,"Lease or Rental of Equipment: Books, Maps, and Other Publications",,,
W077,LEASE OR RENTAL OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO,2011-10-01,,"Lease or Rental of Equipment: Musical Instruments, Phonographs, and Home Type Radios",,,
W078,LEASE OR RENTAL OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT,2011-10-01,,Lease or Rental of Equipment: Recreational and Athletic Equipment,,,
W079,LEASE OR RENTAL OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES,2011-10-01,,Lease or Rental of Equipment: Cleaning Equipment and Supplies,,,
W080,"LEASE OR RENTAL OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",2011-10-01,,"Lease or Rental of Equipment: Brushes, Paints, Sealers, and Adhesives",,,
W081,"LEASE OR RENTAL OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",2011-10-01,,"Lease or Rental of Equipment: Containers, Packaging, and Packing Supplies",,,
W083,"LEASE OR RENTAL OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",2011-10-01,,"Lease or Rental of Equipment: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
W084,"LEASE OR RENTAL OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",2011-10-01,,"Lease or Rental of Equipment: Clothing, Individual Equipment, and Insignia",,,
W085,LEASE OR RENTAL OF EQUIPMENT- TOILETRIES,2011-10-01,,Lease or Rental of Equipment: Toiletries,,,
W087,LEASE OR RENTAL OF EQUIPMENT- AGRICULTURAL SUPPLIES,2011-10-01,,Lease or Rental of Equipment: Agricultural Supplies,,,
W088,LEASE OR RENTAL OF EQUIPMENT- LIVE ANIMALS,2011-10-01,,Lease or Rental of Equipment: Live Animals,,,
W089,LEASE OR RENTAL OF EQUIPMENT- SUBSISTENCE,2011-10-01,,Lease or Rental of Equipment: Subsistence,,,
W091,"LEASE OR RENTAL OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",2011-10-01,,"Lease or Rental of Equipment: Fuels, Lubricants, Oils, and Waxes",,,
W093,LEASE OR RENTAL OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS,2011-10-01,,Lease or Rental of Equipment: Nonmetallic Fabricated Materials,,,
W094,LEASE OR RENTAL OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS,2011-10-01,,Lease or Rental of Equipment: Nonmetallic Crude Materials,,,
W095,"LEASE OR RENTAL OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES",2011-10-01,,"Lease or Rental of Equipment: Metal Bars, Sheets, and Shapes",,,
W096,"LEASE OR RENTAL OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",2011-10-01,,"Lease or Rental of Equipment: Ores, Minerals, and Their Primary Products",,,
W099,LEASE OR RENTAL OF EQUIPMENT- MISCELLANEOUS,2011-10-01,,Lease or Rental of Equipment: Miscellaneous,,,
X,LEASE/RENT FACILITIES,1979-10-01,,,,,
X1,LEASE/RENTAL OF BUILDINGS,1979-10-01,,,,,
X1AA,LEASE/RENTAL OF OFFICE BUILDINGS,2011-10-01,,,,,
X1AB,LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES,2011-10-01,,,,,
X1AZ,LEASE/RENTAL OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,2011-10-01,,,,,
X1BA,LEASE/RENTAL OF AIR TRAFFIC CONTROL TOWERS,2011-10-01,,,,,
X1BB,LEASE/RENTAL OF AIR TRAFFIC CONTROL TRAINING FACILITIES,2011-10-01,,,,,
X1BC,LEASE/RENTAL OF RADAR AND NAVIGATIONAL FACILITIES,2011-10-01,,,,,
X1BD,LEASE/RENTAL OF AIRPORT RUNWAYS AND TAXIWAYS,2011-10-01,,,,,
X1BE,LEASE/RENTAL OF AIRPORT TERMINALS,2011-10-01,,,,,
X1BF,LEASE/RENTAL OF MISSILE SYSTEM FACILITIES,2011-10-01,,,,,
X1BG,LEASE/RENTAL OF ELECTRONIC AND COMMUNICATIONS FACILITIES,2011-10-01,,,,,
X1BZ,LEASE/RENTAL OF OTHER AIRFIELD STRUCTURES,2011-10-01,,,,,
X1CA,LEASE/RENTAL OF SCHOOLS,2011-10-01,,,,,
X1CZ,LEASE/RENTAL OF OTHER EDUCATIONAL BUILDINGS,2011-10-01,,,,,
X1DA,LEASE/RENTAL OF HOSPITALS AND INFIRMARIES,2011-10-01,,,,,
X1DB,LEASE/RENTAL OF LABORATORIES AND CLINICS,2011-10-01,,,,,
X1DZ,LEASE/RENTAL OF OTHER HOSPITAL BUILDINGS,2011-10-01,,,,,
X1EA,LEASE/RENTAL OF AMMUNITION FACILITIES,2011-10-01,,,,,
X1EB,LEASE/RENTAL OF MAINTENANCE BUILDINGS,2011-10-01,,,,,
X1EC,LEASE/RENTAL OF PRODUCTION BUILDINGS,2011-10-01,,,,,
X1ED,LEASE/RENTAL OF SHIP CONSTRUCTION AND REPAIR FACILITIES,2011-10-01,,,,,
X1EE,LEASE/RENTAL OF TANK AUTOMOTIVE FACILITIES,2011-10-01,,,,,
X1EZ,LEASE/RENTAL OF OTHER INDUSTRIAL BUILDINGS,2011-10-01,,,,,
X1FA,LEASE/RENTAL OF FAMILY HOUSING FACILITIES,2011-10-01,,,,,
X1FB,LEASE/RENTAL OF RECREATIONAL BUILDINGS,2011-10-01,,,,,
X1FC,LEASE/RENTAL OF TROOP HOUSING FACILITIES,2011-10-01,,,,,
X1FD,LEASE/RENTAL OF DINING FACILITIES,2011-10-01,,,,,
X1FE,LEASE/RENTAL OF RELIGIOUS FACILITIES,2011-10-01,,,,,
X1FF,LEASE/RENTAL OF PENAL FACILITIES,2011-10-01,,,,,
X1FZ,LEASE/RENTAL OF OTHER RESIDENTIAL BUILDINGS,2011-10-01,,,,,
X1GA,LEASE/RENTAL OF AMMUNITION STORAGE BUILDINGS,2011-10-01,,,,,
X1GB,LEASE/RENTAL OF FOOD OR GRAIN STORAGE BUILDINGS,2011-10-01,,,,,
X1GC,LEASE/RENTAL OF FUEL STORAGE BUILDINGS,2011-10-01,,,,,
X1GD,LEASE/RENTAL OF OPEN STORAGE FACILITIES,2011-10-01,,,,,
X1GZ,LEASE/RENTAL OF OTHER WAREHOUSE BUILDINGS,2011-10-01,,,,,
X1HA,LEASE/RENTAL OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,2011-10-01,,,,,
X1HB,LEASE/RENTAL OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,2011-10-01,,,,,
X1HC,LEASE/RENTAL OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES,2011-10-01,,,,,
X1HZ,LEASE/RENTAL OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES,2011-10-01,,,,,
X1JA,LEASE/RENTAL OF MUSEUMS AND EXHIBITION BUILDINGS,2011-10-01,,,,,
X1JB,LEASE/RENTAL OF TESTING AND MEASUREMENT BUILDINGS,2011-10-01,,,,,
X1JZ,LEASE/RENTAL OF MISCELLANEOUS BUILDINGS,2011-10-01,,,,,
X1KA,LEASE/RENTAL OF DAMS,2011-10-01,,,,,
X1KB,LEASE/RENTAL OF CANALS,2011-10-01,,,,,
X1KC,LEASE/RENTAL OF MINE FIRE CONTROL FACILITIES,2011-10-01,,,,,
X1KD,LEASE/RENTAL OF MINE SUBSIDENCE CONTROL FACILITIES,2011-10-01,,,,,
X1KE,LEASE/RENTAL OF SURFACE MINE RECLAMATION FACILITIES,2011-10-01,,,,,
X1KF,LEASE/RENTAL OF DREDGING FACILITIES,2011-10-01,,,,,
X1KZ,LEASE/RENTAL OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,2011-10-01,,,,,
X1LA,LEASE/RENTAL OF AIRPORT SERVICE ROADS,2011-10-01,,,,,
X1LB,"LEASE/RENTAL OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",2011-10-01,,,,,RESURFACING
X1LC,LEASE/RENTAL OF TUNNELS AND SUBSURFACE STRUCTURES,2011-10-01,,,,,
X1LZ,LEASE/RENTAL OF PARKING FACILITIES,2011-10-01,,,,,
X1MA,LEASE/RENTAL OF EPG FACILITIES - COAL,2011-10-01,,,,,
X1MB,LEASE/RENTAL OF EPG FACILITIES - GAS,2011-10-01,,,,,
X1MC,LEASE/RENTAL OF EPG FACILITIES - GEOTHERMAL,2011-10-01,,,,,
X1MD,LEASE/RENTAL OF EPG FACILITIES - HYDRO,2011-10-01,,,,,
X1ME,LEASE/RENTAL OF EPG FACILITIES - NUCLEAR,2011-10-01,,,,,
X1MF,LEASE/RENTAL OF EPG FACILITIES - PETROLEUM,2011-10-01,,,,,
X1MG,LEASE/RENTAL OF EPG FACILITIES - SOLAR,2011-10-01,,,,,
X1MH,LEASE/RENTAL OF EPG FACILITIES - WIND,2011-10-01,,,,,
X1MZ,"LEASE/RENTAL OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",2011-10-01,,,,,
X1NA,LEASE/RENTAL OF FUEL SUPPLY FACILITIES,2011-10-01,,,,,
X1NB,LEASE/RENTAL OF HEATING AND COOLING PLANTS,2011-10-01,,,,,
X1NC,LEASE/RENTAL OF POLLUTION ABATEMENT AND CONTROL FACILITIES,2011-10-01,,,,,
X1ND,LEASE/RENTAL OF SEWAGE AND WASTE FACILITIES,2011-10-01,,,,,
X1NE,LEASE/RENTAL OF WATER SUPPLY FACILITIES,2011-10-01,,,,,
X1NZ,LEASE/RENTAL OF OTHER UTILITIES,2011-10-01,,,,,
X1PA,LEASE/RENTAL OF RECREATION FACILITIES (NON-BUILDING),2011-10-01,,,,,
X1PB,LEASE/RENTAL OF EXHIBIT DESIGN (NON-BUILDING),2011-10-01,,,,,
X1PC,LEASE/RENTAL OF UNIMPROVED REAL PROPERTY (LAND),2011-10-01,,,,,
X1PD,LEASE/RENTAL OF WASTE TREATMENT AND STORAGE FACILITIES,2011-10-01,,,,,
X1PZ,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,2011-10-01,,,,,
X1QA,LEASE/RENTAL OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),2011-10-01,,,,,"ALL ACTIONS NECESSARY TO RESTORE, REHABILITATE, OR RECLAIM PROPERTY"
X2,LEASE/RENTAL NONBUILDING FACILITIES,1979-10-01,,,,,
X3,LEASE/RENTAL OF RESTORATION ACTIVS,1979-10-01,,,,,
Y,CONSTRUCT OF STRUCTURES/FACILITIES,1979-10-01,,,,,
Y1,CONSTRUCTION OF BUILDINGS,1979-10-01,,,,,
Y1AA,CONSTRUCTION OF OFFICE BUILDINGS,2011-10-01,,,,,
Y1AB,CONSTRUCTION OF CONFERENCE SPACE AND FACILITIES,2011-10-01,,,,,
Y1AZ,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,2011-10-01,,,,,
Y1BA,CONSTRUCTION OF AIR TRAFFIC CONTROL TOWERS,2011-10-01,,,,,
Y1BB,CONSTRUCTION OF AIR TRAFFIC CONTROL TRAINING FACILITIES,2011-10-01,,,,,
Y1BC,CONSTRUCTION OF RADAR AND NAVIGATIONAL FACILITIES,2011-10-01,,,,,
Y1BD,CONSTRUCTION OF AIRPORT RUNWAYS AND TAXIWAYS,2011-10-01,,,,,
Y1BE,CONSTRUCTION OF AIRPORT TERMINALS,2011-10-01,,,,,
